weather_risk,crime_risk,health_risk,political_risk,transport_disruption,destination_popularity,trip_duration,season_risk,risk_score,risk_level
58,61,58,7,67,57,9,78,53.758951964034345,1
37,4,81,20,91,70,22,1,35.090170051474004,1
11,19,90,27,12,1,14,60,38.651971896180726,1
10,79,12,38,55,18,24,92,64.69827917169637,1
39,38,1,94,50,39,15,27,48.10106391263011,1
81,43,12,33,28,13,30,86,47.918301795364556,1
51,54,68,61,63,35,24,94,71.9826209839305,2
48,44,57,27,88,14,1,64,50.5840716228823,1
24,76,8,64,24,90,30,63,52.52905777505212,1
57,24,23,57,5,60,29,54,46.791937237272734,1
64,76,54,15,36,33,2,41,52.47622441666995,1
99,21,73,46,31,78,12,45,51.19301299283983,1
73,37,34,10,73,1,30,52,54.0859180997443,1
61,59,95,89,54,60,26,48,87.48124894284032,2
91,89,100,71,1,69,15,83,83.09332399344379,2
42,23,77,95,34,81,17,77,63.30127670839101,1
94,59,45,88,74,22,1,35,68.30723567528118,2
37,6,88,22,48,59,17,51,34.44554058463016,0
12,7,73,71,56,77,20,21,49.41431831560397,1
42,77,52,10,26,80,11,17,41.765764880308126,1
13,72,44,97,32,17,10,37,53.1469859170612,1
11,38,84,79,13,98,25,5,44.31115727847383,1
89,62,56,68,8,27,14,86,59.242904602571116,1
80,38,18,100,3,39,8,12,53.79397425791517,1
22,28,100,85,63,19,12,32,61.74822249873072,1
84,43,6,87,15,15,15,25,52.7397947691701,1
6,31,70,10,57,25,8,20,32.49328655824838,0
28,82,66,2,96,13,17,37,53.61598673650093,1
71,41,59,97,70,74,26,72,60.63956413744888,1
30,32,5,25,58,60,23,90,33.9524386200396,0
73,54,49,43,11,39,7,19,40.274127962884265,1
88,76,90,4,49,55,15,24,53.40220170791688,1
6,27,24,62,90,61,17,47,47.116163747696405,1
2,94,69,82,38,18,21,32,69.65896245183993,2
94,46,86,85,83,29,23,80,82.48936468659377,2
52,66,96,58,71,89,15,22,72.41350161072862,2
51,96,52,66,26,1,10,40,58.742613682480226,1
46,43,31,51,14,96,20,55,42.716777239510336,1
43,20,70,45,1,97,4,38,32.02407692433443,0
69,75,49,55,27,25,21,62,70.6731179730065,2
58,0,63,94,33,32,27,80,59.455322492493075,1
16,46,74,25,66,20,22,53,52.39141348734877,1
63,98,71,47,57,56,14,46,59.28094130995248,1
67,41,24,60,48,21,25,96,56.190559744735474,1
11,69,76,57,73,79,16,99,71.21571364218549,2
38,53,54,3,77,39,17,100,41.44794641841689,1
79,21,94,29,72,97,26,1,60.82795591458376,1
62,32,66,65,90,86,6,84,64.2379869337254,1
13,52,90,70,36,40,24,90,58.774872029817466,1
4,10,98,74,83,60,21,81,52.87770614155628,1
58,41,100,100,42,2,16,75,84.56573179908983,2
46,41,75,67,18,6,3,36,57.038434838876526,1
97,84,60,58,14,51,23,73,71.10335537073902,2
52,12,11,33,9,47,7,58,28.447550376714275,0
94,85,38,37,96,40,27,83,75.66291183453838,2
21,41,48,83,17,9,24,35,51.768703866956635,1
45,65,78,47,84,84,11,75,60.41657786858422,1
14,56,59,72,79,41,14,79,61.668741854954924,1
57,30,44,12,44,47,1,84,50.051976278588455,1
19,94,14,12,92,40,15,17,48.70631572069744,1
49,22,72,21,91,50,2,87,43.031868712358246,1
34,3,43,19,93,65,30,21,31.941767712090154,0
18,75,3,61,50,77,20,94,56.02270654418688,1
9,62,28,64,30,55,8,3,33.90462907304325,0
51,89,88,56,4,16,25,22,65.64961885189524,2
95,46,12,29,84,88,1,61,40.14298144122872,1
20,1,41,58,88,28,17,54,48.891500807455294,1
40,2,51,12,54,1,4,69,27.10901076924197,0
22,43,8,47,7,3,2,40,30.667783555664034,0
81,25,16,15,83,78,8,0,34.300180695360176,0
41,93,94,7,30,39,9,62,66.66033377367322,2
98,11,59,16,55,2,22,51,52.28893504057717,1
24,88,21,11,66,81,27,51,63.49283168868756,1
8,21,17,48,14,30,24,38,35.14445440037452,1
58,12,42,55,6,98,23,89,52.41243553387487,1
65,27,73,61,8,88,17,80,50.47721076146248,1
100,14,73,44,96,4,12,18,60.87301829694193,1
88,40,19,17,96,69,8,3,51.82186153411374,1
89,33,73,2,43,60,29,18,54.389759691504295,1
64,53,90,71,43,17,16,4,64.75595966910743,1
36,54,22,99,41,34,17,71,58.18239100327362,1
43,0,2,28,35,49,1,62,22.267341037159678,0
13,12,96,20,54,14,14,46,46.72597170962014,1
43,16,52,31,35,72,21,59,48.485467492392836,1
36,19,78,21,62,28,15,81,44.22282362432197,1
3,9,32,22,38,94,19,83,24.77744615387018,0
20,31,30,49,63,80,25,43,38.945197270378706,1
53,55,22,79,95,64,1,59,64.06820369438094,1
37,31,21,71,20,12,28,58,43.62314986762489,1
100,33,47,96,6,2,25,95,74.62562043613049,2
48,47,10,36,53,14,13,76,51.13414205872607,1
96,55,85,49,12,50,23,31,58.24944893380531,1
66,33,51,38,23,78,2,89,53.423155883107604,1
4,22,92,4,79,15,10,40,29.97644655139264,0
20,41,50,39,42,71,4,76,51.01719559855135,1
71,2,30,26,55,4,20,98,49.02331518547298,1
55,49,52,48,78,26,26,81,53.66920186004785,1
30,95,15,15,12,60,19,10,49.401277814929685,1
52,40,83,74,48,83,22,20,63.95327502531994,1
91,10,72,85,3,78,5,80,49.35072989952178,1
39,71,14,97,50,53,29,12,55.70167660855162,1
4,12,58,8,22,3,6,1,9.215599536969684,0
31,19,54,11,92,29,16,26,54.87267697086235,1
94,14,20,97,26,79,21,49,48.53970875502894,1
76,89,12,85,20,8,26,12,57.71846862799444,1
84,99,76,59,1,71,29,15,70.3575147461009,2
92,57,26,32,13,71,18,34,37.76263919943331,1
11,62,52,52,21,75,18,60,41.48070960933266,1
28,65,25,54,23,21,13,54,53.4498151649628,1
6,61,65,85,74,24,18,80,69.72526356891629,2
0,54,4,53,89,20,21,99,52.59178024156371,1
84,99,36,2,86,39,20,3,61.419840037588266,1
94,74,55,70,96,52,18,69,78.05517681879999,2
15,8,44,78,90,12,14,16,45.38801314378576,1
72,39,61,30,46,57,6,36,41.52913170464209,1
54,98,18,11,39,24,2,34,42.72856408283545,1
6,40,44,14,65,56,13,70,35.61593117472739,1
92,20,76,84,32,30,12,25,53.154834888865466,1
87,87,33,45,60,96,19,90,76.39346597849888,2
57,62,15,53,100,32,28,38,69.02070435207833,2
71,56,85,97,20,88,22,82,66.7058203896543,2
40,42,78,6,77,17,25,96,51.613637244744574,1
80,12,68,20,94,8,18,51,53.946340141216304,1
44,38,80,84,54,19,28,10,75.33172558973727,2
99,44,78,54,35,42,29,70,63.37376877782072,1
6,94,75,2,25,91,5,42,39.93265366177576,1
17,31,51,70,16,17,20,34,44.29232248230598,1
97,15,1,13,32,79,16,46,33.508146955729096,0
29,43,60,78,75,70,30,30,58.46074075468307,1
31,100,27,80,52,34,18,28,71.49047983319133,2
79,48,78,83,22,33,1,99,67.62675173766073,2
19,38,47,46,54,95,7,28,42.844831942470464,1
51,67,91,27,81,72,4,46,61.64627969799798,1
28,65,60,89,1,24,7,72,61.20368993083592,1
19,30,55,56,2,92,3,22,38.73643499784438,1
97,97,92,64,96,41,24,62,100.0,2
20,59,47,13,75,8,15,90,66.56882375757549,2
9,5,37,62,58,82,21,82,49.31404768844315,1
68,41,37,58,91,87,30,2,54.37331934083496,1
87,93,88,29,59,44,20,40,77.93387225083497,2
12,39,76,77,52,71,15,0,51.79261107390757,1
71,57,16,13,21,23,9,61,53.49176943139313,1
54,61,49,72,81,85,23,32,59.05704889994227,1
83,71,37,97,77,37,16,90,83.81770648835762,2
12,88,65,57,29,26,23,17,52.68357793139825,1
98,15,5,10,74,50,1,85,43.85527062460081,1
62,52,72,55,73,26,5,34,57.591520012401695,1
85,53,74,53,9,62,4,92,60.54681282514533,1
36,15,22,55,16,75,21,20,23.92797088351145,0
95,68,15,27,60,40,16,27,59.74935888933539,1
63,11,63,63,62,79,10,35,48.8663570911166,1
12,46,25,26,66,43,10,99,45.14315729063143,1
93,33,95,56,37,97,19,74,75.46136979908398,2
80,15,78,60,84,26,29,82,67.75509961039306,2
30,83,96,65,45,71,30,55,73.67359254863187,2
55,24,54,80,20,54,15,80,53.61162419423554,1
39,25,94,89,11,95,21,63,56.5182349614444,1
54,86,1,78,88,22,3,67,79.09082342785668,2
97,88,29,80,71,19,29,84,86.36284255448248,2
90,3,0,87,46,87,1,99,43.77632120307043,1
21,28,68,24,21,91,11,58,45.36541677268333,1
98,71,51,29,9,75,22,44,54.703867407366225,1
44,78,29,53,15,47,30,65,48.80893111674567,1
71,100,30,47,10,41,6,74,54.614937761426894,1
77,56,65,70,53,67,20,99,64.54047503574286,1
48,0,18,0,19,75,6,70,9.050207202113294,0
46,88,51,14,12,27,2,96,48.22190997379119,1
46,16,61,75,28,0,13,73,51.09870420835941,1
87,12,24,83,70,7,18,96,70.92316749077344,2
39,68,23,30,50,34,8,75,52.74640967237239,1
28,60,35,31,15,68,30,89,53.303005848772,1
36,6,59,56,75,44,19,19,39.530739968813684,1
19,17,25,48,49,62,14,100,46.29959957178469,1
39,59,38,17,18,47,15,35,47.387397018392406,1
11,25,54,50,69,25,14,80,50.73742534927696,1
9,69,18,82,100,75,4,39,57.14510521778755,1
73,41,57,73,54,73,19,46,53.401846201800126,1
7,59,13,82,16,97,24,75,54.99661484563196,1
57,47,14,65,31,83,13,54,57.86498329256851,1
78,36,23,88,60,38,13,72,63.82771439428102,1
73,34,28,25,100,71,28,7,47.9238563297951,1
45,70,3,4,93,35,19,84,52.68803086407295,1
19,51,97,11,94,88,9,41,46.777475709924474,1
93,60,31,100,84,61,1,79,70.65730208103822,2
84,58,81,64,58,84,25,28,72.55789838216435,2
61,20,91,25,65,28,19,60,55.85678467002205,1
8,92,80,86,74,1,19,59,81.98361963582822,2
3,56,83,31,72,14,9,14,48.89541526866932,1
31,72,10,60,64,53,6,47,45.20547215613091,1
15,89,37,25,13,97,15,64,41.295847856903656,1
86,93,75,9,88,63,23,84,72.97295356327285,2
20,67,58,27,0,81,9,89,41.38117954028928,1
28,79,0,23,43,47,16,38,53.15828214848753,1
98,47,57,55,43,96,30,64,77.81939754988578,2
82,74,81,2,100,95,7,17,63.15960720267952,1
22,32,83,24,9,22,7,90,41.15258278100171,1
38,71,38,57,48,87,8,87,47.76008668297362,1
52,8,23,39,36,1,28,100,48.74004983438049,1
67,92,31,64,9,59,16,49,55.17995622137768,1
94,24,29,66,22,44,28,36,63.14313137939552,1
87,66,35,97,42,30,29,76,68.03336586125705,2
98,1,30,84,92,94,13,73,61.846905999980706,1
4,15,46,23,39,66,2,21,16.254563734097786,0
23,99,4,69,88,13,10,54,63.86290888709916,1
56,84,27,63,74,14,17,65,73.13640914186634,2
4,22,31,60,82,11,12,45,49.401812132692584,1
35,13,15,80,86,30,1,37,42.57585879441051,1
15,82,88,14,72,6,30,24,65.46729930108917,2
94,100,68,37,74,26,10,41,70.05517940832739,2
6,17,92,82,15,77,19,24,44.25323030863933,1
14,67,56,90,72,88,29,30,70.90324448662717,2
19,28,11,3,4,79,17,18,19.26259686883993,0
15,75,91,47,74,50,21,38,59.99393782176016,1
57,42,46,26,66,70,2,63,43.895745794619415,1
36,12,69,16,76,95,21,38,46.723936375287636,1
92,32,38,5,64,5,26,14,42.20893229843105,1
26,54,49,54,37,91,28,80,49.62410919595528,1
54,80,49,67,37,73,3,43,60.119532558870404,1
66,2,28,53,60,39,7,58,39.19513843274922,1
63,96,56,37,47,45,2,52,51.311650821901864,1
80,65,74,77,34,44,28,51,81.01491200225148,2
20,88,2,65,49,15,9,44,45.74239827272054,1
51,93,13,91,54,23,16,76,70.44341992008216,2
80,15,85,35,24,29,15,86,48.73287613787741,1
87,9,57,24,64,0,21,91,54.03389908675867,1
62,78,98,46,31,50,27,44,63.19228325409196,1
65,18,61,51,27,48,10,34,47.11567542616077,1
87,14,65,46,42,33,24,8,50.50494114584147,1
63,47,90,84,10,17,9,44,65.47192157126536,2
95,92,66,4,60,97,6,100,61.88499073074966,1
12,80,33,53,74,68,4,26,61.77813061969527,1
35,52,53,43,96,47,12,85,48.742107286976335,1
11,19,23,21,28,72,17,76,19.85919055246623,0
9,33,33,64,54,37,24,66,59.578509086298574,1
47,69,68,80,50,21,26,57,74.4742500046783,2
22,15,15,55,73,67,16,76,44.49831649833645,1
41,52,67,8,63,77,13,9,44.51765184390807,1
44,1,58,7,81,65,6,12,33.1972436209027,0
62,32,31,42,85,57,28,19,54.498606322603706,1
95,25,4,67,11,0,12,77,43.68457305024937,1
85,68,71,31,35,64,23,43,66.43914543043675,2
38,92,83,31,65,62,19,20,66.0640692692294,2
32,14,73,86,54,41,28,4,61.17058688043898,1
77,80,42,1,48,24,30,49,70.31544646140699,2
12,66,66,8,17,98,22,40,41.31285647785957,1
54,97,41,15,57,37,20,17,49.2347058942069,1
42,92,36,99,74,27,5,2,76.26513758721282,2
18,10,33,50,3,71,1,76,20.111100389982354,0
62,75,21,15,59,48,17,78,57.34778516203428,1
32,59,97,31,91,56,22,24,59.269596441474874,1
18,11,67,97,57,65,23,49,51.10624789889124,1
65,25,17,70,96,37,8,25,55.8358007291891,1
17,93,87,22,35,15,16,41,57.84675759560779,1
67,54,15,24,0,16,26,11,43.32944894760878,1
16,34,59,7,68,94,3,95,33.42588225901978,0
43,32,16,78,21,51,12,72,44.585550207752036,1
81,84,36,13,0,42,29,91,54.6227901209558,1
23,28,66,28,18,32,6,29,30.75557047213521,0
77,16,100,35,94,72,10,88,60.84742665079555,1
72,57,100,62,78,92,15,52,81.65582503922877,2
91,100,90,61,27,77,21,20,72.32366891318756,2
17,18,23,80,60,53,8,33,26.81641005281613,0
72,25,9,30,34,48,24,81,53.64054922392472,1
94,47,91,38,17,87,8,78,59.805556244156136,1
77,20,93,39,99,86,12,72,60.68393739267966,1
18,65,28,4,82,39,18,22,40.036707798833426,1
83,25,1,74,36,97,1,65,37.55844606365868,1
10,12,65,54,35,83,24,95,56.788288582518945,1
59,26,7,48,82,85,21,4,43.26106933196022,1
50,93,4,100,46,5,26,32,59.77349313911114,1
53,94,94,18,38,13,9,8,58.976440199711455,1
52,51,50,97,39,30,12,10,64.14703021220906,1
3,40,11,68,45,76,27,100,50.318608010120975,1
51,82,66,22,52,7,3,24,47.28043916682811,1
94,19,37,68,4,8,15,18,39.94355428385206,1
44,66,54,76,48,3,15,7,53.2360864336846,1
27,68,90,36,44,19,14,99,71.19994798228171,2
100,71,24,34,27,92,14,47,53.210015668579054,1
9,22,65,84,35,72,23,79,41.65765351192822,1
49,72,83,16,42,72,6,25,50.514803555066784,1
51,61,42,1,36,29,27,64,50.45622071344131,1
48,88,97,67,91,63,27,89,83.45662719870002,2
93,17,45,91,53,78,6,67,51.637559463467134,1
42,61,46,50,50,53,30,52,53.01663060136275,1
98,83,89,13,26,86,8,21,62.74980289279803,1
6,28,64,54,92,57,2,23,43.67507713483059,1
74,75,87,25,2,32,12,60,59.71186198797071,1
59,10,79,83,55,64,24,45,60.00855285748072,1
24,72,71,61,17,95,26,4,53.516132229470934,1
23,61,24,33,77,83,20,19,42.789632019430556,1
72,19,40,63,38,50,25,43,50.22502387311535,1
64,6,87,67,29,60,8,18,50.97947083255025,1
61,75,62,68,5,98,27,55,70.85754100691466,2
5,24,28,36,79,75,20,30,29.497448073441497,0
60,50,33,57,40,50,5,29,45.3104470013533,1
99,6,78,4,26,28,4,10,39.315712153962,1
1,97,17,40,85,91,9,50,62.87247839329437,1
47,55,11,38,1,98,3,19,39.92175748798449,1
49,94,77,54,47,7,9,63,64.05545311032101,1
90,16,29,95,16,3,30,94,72.07027670923497,2
28,20,77,96,12,11,8,92,53.891817812642095,1
48,61,53,48,2,39,20,67,58.716499833254424,1
72,61,100,65,18,16,30,81,79.35967208492771,2
6,79,53,10,95,89,8,93,45.47621574461142,1
80,93,87,48,44,92,21,68,77.94984373976304,2
83,83,85,69,100,18,14,25,86.86417954701575,2
72,14,21,68,26,83,9,50,40.52906846983301,1
65,31,100,97,76,14,29,86,80.21210143616027,2
75,92,75,47,9,79,20,67,57.11001652936146,1
78,55,10,91,10,36,14,36,58.30170509930561,1
91,87,0,98,1,4,25,17,66.90249020688347,2
43,56,27,57,90,43,28,14,53.08689651173948,1
46,5,1,9,67,83,24,38,27.8549600187416,0
64,47,36,38,75,94,27,81,60.937019494766645,1
19,83,100,77,93,12,10,55,72.02818526568397,2
86,66,48,58,33,84,11,6,54.03606276505935,1
77,13,2,94,72,29,7,92,46.23040411677931,1
63,21,49,82,50,46,21,40,63.88653018111173,1
30,86,22,6,54,10,25,39,50.555455709797705,1
35,98,86,86,66,98,20,82,73.76387896105814,2
43,76,9,36,47,79,18,38,33.191746909673896,0
66,9,77,82,2,64,24,62,59.03480964620035,1
